match_id,player_id,team,role,champion,win,kills,deaths,assists,cs,vision_score,wards_placed,damage_to_champions,gold_earned,objective_participation,first_blood,lane_advantage
M00705,P046,A,Mid,Akali,1,12,4,15,280,32,2,30822,17527,3.0,0,0.1
M00705,P043,B,Mid,Vex,0,11,8,8,265,31,2,33593,16014,0.0,1,-1.0
M00705,P062,B,Jungle,Elise,0,7,6,6,186,31,2,23624,15018,2.0,0,-0.1
M00705,P066,B,Mid,Vex,0,7,3,3,277,40,1,25646,14662,1.0,0,1.07
M00705,P023,B,Top,Camille,0,16,5,5,233,31,3,32029,16437,3.0,0,1.01
M00705,P076,B,Mid,Ahri,0,5,4,3,244,39,4,25663,13849,0.0,0,0.76
M00706,P020,A,Jungle,Nocturne,1,13,7,11,137,30,0,30071,15209,3.0,0,0.27
M00706,P053,A,Support,Lulu,1,5,6,7,32,39,9,22767,11252,6.0,0,-0.31
M00706,P023,A,Top,Malphite,1,9,2,8,189,24,2,29614,14827,2.0,0,0.33
M00706,P052,A,Support,Alistar,1,10,9,11,39,29,5,25262,11980,6.0,0,0.51
M00706,P027,A,Jungle,Jarvan IV,1,15,7,9,155,35,4,30480,15127,3.0,0,-1.1
M00706,P038,B,Bottom,Ezreal,0,6,13,5,191,12,0,25229,12590,1.0,1,1.0
M00706,P056,B,Bottom,Tristana,0,3,4,6,205,37,1,24291,13470,1.0,0,-1.04
M00706,P003,B,Support,Thresh,0,8,8,8,37,46,6,16909,8832,2.0,0,0.35
M00706,P065,B,Jungle,Elise,0,5,4,4,128,36,1,21427,13628,1.0,1,-2.01
M00706,P015,B,Bottom,Jinx,0,6,3,10,206,25,2,23056,13381,3.0,1,0.84
M00707,P004,A,Bottom,Kai’Sa,1,10,7,4,164,23,1,29094,15520,4.0,0,0.02
M00707,P018,A,Top,Aatrox,1,9,9,9,149,27,1,31522,12869,1.0,0,-1.34
M00707,P007,A,Top,Ornn,1,10,3,4,176,7,7,21334,13491,3.0,0,0.39
M00707,P017,A,Bottom,Ezreal,1,7,8,7,196,27,3,25200,14335,0.0,1,0.23
M00707,P078,A,Support,Lulu,1,6,7,13,22,24,8,21472,10876,2.0,0,-1.05
M00707,P030,B,Top,Camille,0,3,6,5,149,29,1,19756,11500,0.0,0,0.23
M00707,P005,B,Top,Aatrox,0,3,2,6,151,25,3,24943,11743,2.0,0,0.4
M00707,P080,B,Mid,Syndra,0,5,2,6,143,22,0,27466,13519,1.0,0,1.05
M00707,P056,B,Bottom,Ashe,0,5,4,5,187,32,4,21266,13426,1.0,0,0.56
M00707,P047,B,Mid,Syndra,0,3,9,6,168,21,2,23557,14738,0.0,0,1.36
M00708,P016,A,Top,Fiora,0,7,8,3,174,30,0,21495,14000,4.0,0,1.08
M00708,P064,A,Jungle,Kha’Zix,0,3,5,6,132,27,0,15262,11333,2.0,0,0.35
M00708,P037,A,Jungle,Nocturne,0,10,2,2,127,19,1,20504,13837,1.0,0,0.28
M00708,P034,A,Support,Morgana,0,3,11,4,53,28,2,20521,11105,2.0,0,-0.66
M00708,P053,A,Support,Alistar,0,7,2,9,27,23,5,25208,10612,3.0,0,0.16
M00708,P020,B,Jungle,Kha’Zix,1,11,8,8,143,36,0,26187,12369,3.0,0,0.5
M00708,P061,B,Mid,Ahri,1,12,5,8,199,24,1,26113,15669,3.0,0,1.25
M00708,P077,B,Bottom,Xayah,1,10,6,7,192,22,3,28135,14759,2.0,0,-0.57
M00708,P015,B,Bottom,Caitlyn,1,9,3,8,210,44,2,22848,16844,3.0,1,1.35
M00708,P007,B,Top,Camille,1,4,6,9,200,38,2,22376,13705,3.0,0,-0.44
M00709,P034,A,Support,Rakan,0,5,2,9,31,35,4,19712,10953,2.0,0,1.55
M00709,P075,A,Support,Lulu,0,2,6,12,35,31,2,18434,10194,1.0,0,-0.92
M00709,P036,A,Jungle,Elise,0,4,4,8,137,21,3,21190,11333,2.0,0,-1.84
M00709,P008,A,Jungle,Kha’Zix,0,7,8,3,146,28,1,25295,12977,0.0,0,-0.23
M00709,P032,A,Support,Thresh,0,4,5,5,30,41,8,24917,10937,2.0,0,-0.59
M00709,P067,B,Bottom,Xayah,1,9,2,10,225,27,3,28884,13861,2.0,0,0.79
M00709,P020,B,Jungle,Jarvan IV,1,13,5,8,177,36,2,30376,14709,5.0,0,2.19
M00709,P063,B,Jungle,Nocturne,1,4,1,7,147,32,2,23916,11325,1.0,0,1.45
M00709,P038,B,Bottom,Caitlyn,1,6,4,8,228,20,1,22310,14132,1.0,1,1.06
M00709,P060,B,Jungle,Nocturne,1,9,3,9,177,49,3,26481,12551,2.0,0,-0.29
M00710,P033,A,Bottom,Lucian,0,5,6,3,207,30,5,26858,14889,1.0,0,0.12
M00710,P025,A,Bottom,Tristana,0,4,5,3,195,28,2,26606,15058,3.0,0,-0.86
M00710,P066,A,Mid,Twisted Fate,0,7,6,4,162,30,2,26941,13734,1.0,0,-0.08
M00710,P026,A,Bottom,Ezreal,0,6,4,6,190,24,1,27453,16174,0.0,1,1.14
M00710,P010,A,Bottom,Lucian,0,5,6,4,237,29,3,18689,14391,2.0,0,0.6
M00710,P012,B,Jungle,Jarvan IV,1,5,1,12,120,33,2,25546,13153,2.0,0,0.09
M00710,P013,B,Mid,Vex,1,10,2,12,188,18,2,27341,14983,2.0,0,0.14
M00710,P042,B,Mid,Orianna,1,10,4,11,222,23,4,32120,13872,0.0,0,2.31
M00710,P009,B,Support,Nautilus,1,13,5,12,47,42,7,27125,13738,2.0,0,0.69
M00710,P053,B,Support,Nautilus,1,12,5,7,45,39,4,29084,12321,1.0,1,2.18
M00711,P018,A,Top,Fiora,1,6,6,6,207,39,2,24467,14797,0.0,0,2.38
M00711,P030,A,Top,Gnar,1,4,5,10,256,35,4,24641,14597,5.0,0,0.73
M00711,P043,A,Mid,Syndra,1,14,1,6,224,38,1,26800,16886,2.0,0,1.74
M00711,P008,A,Jungle,Viego,1,12,4,10,166,30,3,30591,12839,3.0,1,0.3
M00711,P024,A,Mid,Viktor,1,12,7,7,216,34,3,37129,15880,2.0,1,-0.01
M00711,P029,B,Bottom,Ashe,0,5,10,5,253,43,4,26055,13362,0.0,0,1.17
M00711,P022,B,Support,Nautilus,0,7,3,5,46,37,4,19661,10812,2.0,0,-0.33
M00711,P075,B,Support,Lulu,0,6,3,9,8,41,3,21389,9666,0.0,0,-1.05
M00711,P047,B,Mid,Twisted Fate,0,5,9,0,237,42,2,23392,15434,0.0,0,0.15
M00711,P031,B,Top,Darius,0,6,2,6,173,32,1,25275,14259,1.0,0,-1.28
M00712,P032,A,Support,Braum,1,8,6,14,58,39,5,32243,14106,4.0,0,0.57
M00712,P021,A,Top,Darius,1,11,3,10,212,41,2,23991,15406,1.0,0,-0.84
M00712,P057,A,Bottom,Xayah,1,12,4,11,243,50,3,31861,15804,3.0,0,0.65
M00712,P054,A,Bottom,Caitlyn,1,9,8,4,252,34,2,31000,16361,3.0,0,-0.23
M00712,P011,A,Mid,Yasuo,1,7,3,7,234,33,2,28262,16081,3.0,0,0.01
M00712,P037,B,Jungle,Kha’Zix,0,8,5,6,160,29,2,28487,12674,1.0,0,0.82
M00712,P043,B,Mid,Akali,0,13,8,0,260,35,4,26664,18437,3.0,0,0.96
M00712,P004,B,Bottom,Ezreal,0,3,3,3,237,39,7,23090,14303,1.0,0,-0.87
M00712,P017,B,Bottom,Ezreal,0,9,4,4,210,28,3,29930,15556,1.0,0,-0.91
M00712,P053,B,Support,Morgana,0,5,6,6,8,39,5,23215,10406,3.0,0,0.45
M00713,P056,A,Bottom,Caitlyn,1,4,4,4,242,32,1,23503,14427,4.0,0,0.41
M00713,P017,A,Bottom,Lucian,1,12,3,7,261,29,1,24537,15903,2.0,0,-0.4
M00713,P033,A,Bottom,Kai’Sa,1,13,8,6,274,36,0,27624,16559,4.0,0,0.17
M00713,P080,A,Mid,Vex,1,10,8,5,233,35,2,27884,14829,0.0,1,-0.16
M00713,P037,A,Jungle,Kha’Zix,1,10,8,12,164,32,1,20365,14197,4.0,0,-0.14
M00713,P024,B,Mid,Syndra,0,9,3,0,285,42,1,29497,16267,1.0,0,0.42
M00713,P074,B,Top,Camille,0,5,7,5,234,37,3,23025,15159,2.0,1,-1.99
M00713,P044,B,Mid,Ahri,0,5,4,7,209,33,6,31406,11192,1.0,0,-0.39
M00713,P053,B,Support,Lulu,0,3,13,15,25,39,5,24281,11199,0.0,0,1.45
M00713,P032,B,Support,Braum,0,5,5,9,62,41,5,23996,13722,0.0,0,-0.57
M00714,P013,A,Mid,Twisted Fate,0,7,8,4,242,29,3,25115,16633,4.0,0,1.68
M00714,P009,A,Support,Thresh,0,10,6,9,33,41,3,28252,12111,4.0,0,2.28
M00714,P018,A,Top,Camille,0,3,7,5,250,32,3,20849,15053,1.0,0,-1.2
M00714,P062,A,Jungle,Jarvan IV,0,3,6,5,162,31,1,28392,12305,2.0,1,0.68
M00714,P007,A,Top,Malphite,0,16,3,4,253,50,3,31479,16201,1.0,0,0.63
M00714,P011,B,Mid,Vex,1,11,4,8,290,37,1,26050,16408,0.0,0,1.67
M00714,P039,B,Bottom,Jinx,1,11,7,8,317,23,3,29704,18597,1.0,0,-1.56
M00714,P068,B,Support,Leona,1,12,7,21,61,56,4,36107,14501,6.0,1,1.69
M00714,P004,B,Bottom,Ezreal,1,7,2,5,299,38,2,22480,16646,2.0,0,1.37
M00714,P008,B,Jungle,Elise,1,11,6,10,217,29,2,29892,17029,5.0,0,1.62
M00715,P010,A,Bottom,Kai’Sa,0,3,4,7,247,40,4,28700,13699,1.0,0,0.61
M00715,P024,A,Mid,Vex,0,10,3,4,258,32,5,26443,17899,0.0,0,0.15
M00715,P035,A,Mid,Twisted Fate,0,7,4,5,245,36,2,27180,15013,2.0,1,-1.66
M00715,P071,A,Jungle,Graves,0,13,7,6,175,35,2,23754,16802,2.0,0,-0.36
M00715,P054,A,Bottom,Lucian,0,3,6,4,291,38,5,20356,15246,3.0,0,-0.4
M00715,P038,B,Bottom,Kai’Sa,1,7,10,12,259,34,0,22897,16882,4.0,0,1.46
M00715,P064,B,Jungle,Kha’Zix,1,6,6,7,197,51,2,23374,15435,3.0,0,-0.95
M00715,P063,B,Jungle,Jarvan IV,1,8,4,5,204,36,3,28661,14204,5.0,1,0.31
M00715,P057,B,Bottom,Tristana,1,11,5,11,296,27,1,30519,18107,1.0,0,2.3
M00715,P076,B,Mid,Twisted Fate,1,11,3,9,256,33,2,28169,17233,2.0,0,-0.52
M00716,P043,A,Mid,Yasuo,1,8,4,10,173,38,5,25670,14032,4.0,0,0.57
M00716,P029,A,Bottom,Xayah,1,6,8,6,194,10,3,23295,14991,0.0,0,1.81
M00716,P060,A,Jungle,Jarvan IV,1,9,4,8,101,25,5,22664,12092,3.0,1,0.45
M00716,P069,A,Bottom,Jinx,1,8,6,6,218,22,3,25442,14981,4.0,1,1.17
M00716,P024,A,Mid,Yasuo,1,9,8,10,168,25,3,22678,13641,3.0,0,-0.38
M00716,P058,B,Support,Thresh,0,3,11,8,50,34,12,16868,10793,1.0,0,0.4
M00716,P074,B,Top,Ornn,0,4,7,6,175,29,5,22098,13601,1.0,0,-0.13
M00716,P064,B,Jungle,Jarvan IV,0,2,6,5,111,20,3,15881,10723,1.0,1,1.7
M00716,P063,B,Jungle,Jarvan IV,0,8,10,4,107,31,2,23600,13797,1.0,0,0.02
M00716,P015,B,Bottom,Kai’Sa,0,6,4,6,172,38,3,25359,13603,0.0,1,-0.12
M00717,P078,A,Support,Thresh,0,7,6,7,44,33,1,29121,9450,2.0,0,0.98
M00717,P046,A,Mid,Ahri,0,4,4,8,184,19,3,27757,13889,2.0,0,-0.57
M00717,P017,A,Bottom,Caitlyn,0,11,4,8,160,24,3,24552,13563,0.0,0,0.28
M00717,P052,A,Support,Leona,0,7,9,7,8,44,3,28795,10976,1.0,0,-2.31
M00717,P016,A,Top,Gnar,0,10,3,6,167,30,1,19571,15730,1.0,0,-0.86
M00717,P022,B,Support,Rakan,1,10,2,11,8,34,2,26617,12050,1.0,0,0.47
M00717,P071,B,Jungle,Lee Sin,1,14,1,6,116,17,4,27878,15615,5.0,1,0.4
M00717,P042,B,Mid,Ahri,1,12,8,7,186,36,2,29108,14584,2.0,0,2.32
M00717,P028,B,Top,Aatrox,1,4,7,9,156,20,3,18359,12517,3.0,0,-0.2
M00717,P009,B,Support,Leona,1,8,6,8,35,24,2,26391,12002,3.0,1,0.83
M00718,P067,A,Bottom,Tristana,0,14,3,7,221,40,4,23142,18675,1.0,0,0.67
M00718,P072,A,Jungle,Graves,0,8,6,6,121,27,1,19852,13665,2.0,0,-0.09
M00718,P044,A,Mid,Viktor,0,3,10,3,205,35,4,27785,14210,2.0,0,-1.13
M00718,P017,A,Bottom,Tristana,0,9,6,6,189,27,2,29682,14422,0.0,0,-0.7
M00718,P013,A,Mid,Vex,0,12,5,3,216,35,5,23737,15414,1.0,0,-0.89
M00718,P033,B,Bottom,Ezreal,1,8,5,8,217,35,3,26474,14647,2.0,0,-0.24
M00718,P066,B,Mid,Ahri,1,8,2,3,198,20,1,31598,13297,6.0,1,0.66
M00718,P030,B,Top,Ornn,1,9,6,7,174,30,2,18935,15233,1.0,1,0.97
M00718,P021,B,Top,Renekton,1,7,6,2,197,18,3,18872,14710,2.0,1,-0.21
M00718,P016,B,Top,Ornn,1,8,6,1,223,36,2,24578,14855,0.0,0,0.08
M00719,P048,A,Support,Rakan,1,12,4,15,57,32,2,25868,14561,3.0,0,0.42
M00719,P002,A,Support,Lulu,1,10,11,15,59,27,1,18094,12416,1.0,0,1.47
M00719,P043,A,Mid,Ahri,1,7,6,5,201,14,2,25197,13249,3.0,0,0.45
M00719,P066,A,Mid,Orianna,1,12,9,5,160,25,6,30663,14526,5.0,0,1.1
M00719,P067,A,Bottom,Ashe,1,13,4,7,184,36,6,30710,14097,1.0,0,-0.73
M00719,P074,B,Top,Renekton,0,5,11,2,164,18,4,25604,12254,0.0,0,0.88
M00719,P019,B,Jungle,Nocturne,0,4,3,5,158,29,2,20404,12078,1.0,0,-0.33
M00719,P063,B,Jungle,Viego,0,5,2,8,115,35,2,21937,11874,3.0,0,1.69
M00719,P025,B,Bottom,Kai’Sa,0,3,4,6,195,26,1,26983,12268,2.0,0,-0.52
M00719,P071,B,Jungle,Kha’Zix,0,9,3,4,154,15,1,23055,14614,2.0,0,-1.45
M00720,P043,A,Mid,Viktor,0,8,5,7,164,30,3,26796,13915,3.0,0,-0.33
M00720,P074,A,Top,Renekton,0,4,5,3,155,26,5,23713,13044,1.0,0,0.59
M00720,P003,A,Support,Braum,0,5,4,9,38,14,4,22892,10043,4.0,0,0.42
M00720,P078,A,Support,Lulu,0,11,3,5,8,23,5,24798,11408,0.0,0,-0.66
M00720,P072,A,Jungle,Lee Sin,0,5,4,5,122,24,5,24166,11196,1.0,0,0.27
M00720,P036,B,Jungle,Sejuani,1,3,6,6,109,27,0,22560,9784,3.0,0,0.64
M00720,P057,B,Bottom,Tristana,1,11,3,9,214,33,2,27995,15532,2.0,0,1.12
M00720,P063,B,Jungle,Graves,1,13,5,13,115,14,2,26844,13300,1.0,0,-1.11
M00720,P050,B,Support,Rakan,1,5,5,11,39,24,4,16310,11273,1.0,0,0.83
M00720,P038,B,Bottom,Lucian,1,13,6,9,165,19,4,30945,13663,1.0,0,-0.53
M00721,P055,A,Bottom,Ezreal,1,7,6,11,197,27,9,30940,11641,2.0,0,1.0
M00721,P077,A,Bottom,Lucian,1,10,5,7,209,30,3,27922,13625,0.0,1,-0.11
M00721,P056,A,Bottom,Tristana,1,5,3,5,234,29,3,25154,15379,2.0,0,2.34
M00721,P028,A,Top,Ornn,1,6,4,10,196,26,3,22008,15245,1.0,1,1.08
M00721,P072,A,Jungle,Nocturne,1,10,4,11,138,16,2,24944,12592,1.0,0,0.01
M00721,P048,B,Support,Lulu,0,8,4,10,25,31,3,25769,13619,2.0,0,0.06
M00721,P074,B,Top,Aatrox,0,8,4,5,158,33,4,25286,14544,1.0,0,3.11
M00721,P030,B,Top,Renekton,0,9,7,7,173,23,2,25403,15555,1.0,1,-0.77
M00721,P062,B,Jungle,Lee Sin,0,7,6,7,128,32,7,20170,13109,3.0,0,-0.23
M00721,P069,B,Bottom,Kai’Sa,0,4,2,4,205,34,0,20381,14259,0.0,0,0.39
M00722,P031,A,Top,Aatrox,1,9,6,10,170,30,2,16039,16003,2.0,0,-1.0
M00722,P041,A,Jungle,Nocturne,1,10,2,12,140,32,3,20846,13563,5.0,0,-0.28
M00722,P030,A,Top,Malphite,1,11,8,7,161,33,3,26913,16358,2.0,0,-0.26
M00722,P064,A,Jungle,Graves,1,9,7,13,129,27,2,24397,13496,1.0,0,2.0
M00722,P059,A,Mid,Yasuo,1,6,6,6,183,39,1,26236,12943,6.0,0,-0.87
M00722,P055,B,Bottom,Jinx,0,12,6,3,183,28,1,28004,14839,2.0,0,-2.36
M00722,P045,B,Jungle,Lee Sin,0,3,4,6,132,28,3,17549,14532,2.0,0,-0.61
M00722,P011,B,Mid,Ahri,0,5,8,3,181,36,1,27709,14414,3.0,0,-0.94
M00722,P040,B,Support,Nautilus,0,2,9,6,62,33,7,21511,9988,2.0,0,-0.33
M00722,P032,B,Support,Rakan,0,8,3,9,48,28,4,25170,14056,1.0,0,0.92
M00723,P065,A,Jungle,Viego,0,10,4,3,103,36,1,21829,13069,2.0,0,-0.35
M00723,P051,A,Support,Lulu,0,8,8,2,46,23,3,25219,12002,2.0,1,-1.36
M00723,P030,A,Top,Ornn,0,4,8,2,136,41,1,24711,11049,0.0,1,0.2
M00723,P018,A,Top,Darius,0,3,2,4,129,29,4,27420,11033,3.0,0,-1.65
M00723,P020,A,Jungle,Graves,0,11,6,3,145,22,1,27991,12641,2.0,0,1.84
M00723,P075,B,Support,Lulu,1,9,7,11,13,26,7,28405,10158,3.0,0,-0.29
M00723,P079,B,Mid,Akali,1,4,7,10,185,22,2,24992,12832,2.0,0,-0.7
M00723,P067,B,Bottom,Jinx,1,15,4,8,186,29,4,27055,14572,4.0,0,-0.43
M00723,P073,B,Mid,Vex,1,3,3,4,194,24,2,20504,12132,4.0,0,-0.12
M00723,P007,B,Top,Aatrox,1,8,4,7,182,27,1,23074,14146,2.0,0,-1.08
M00724,P062,A,Jungle,Kha’Zix,0,4,8,6,146,30,2,20757,12336,0.0,0,1.04
M00724,P074,A,Top,Camille,0,2,6,4,152,28,0,20498,12673,0.0,1,0.1
M00724,P035,A,Mid,Akali,0,7,11,2,183,19,1,28883,14918,3.0,0,0.91
M00724,P055,A,Bottom,Jinx,0,3,7,4,183,28,0,18038,12968,0.0,0,0.83
M00724,P075,A,Support,Braum,0,8,6,6,59,35,6,20249,11571,0.0,1,1.97
M00724,P051,B,Support,Morgana,1,9,3,14,51,29,4,26076,11092,1.0,0,0.26
M00724,P010,B,Bottom,Jinx,1,9,4,7,196,24,3,22350,15303,5.0,0,-0.11
M00724,P053,B,Support,Morgana,1,8,4,12,43,32,5,26819,10373,3.0,1,-0.44
M00724,P044,B,Mid,Ahri,1,8,8,10,173,18,1,30682,13662,3.0,0,-1.32
M00724,P031,B,Top,Fiora,1,6,8,6,199,27,3,20348,14274,4.0,0,0.18
M00725,P050,A,Support,Lulu,0,10,7,10,61,34,9,21901,11843,1.0,1,0.88
M00725,P007,A,Top,Malphite,0,12,3,8,241,40,3,33089,18185,2.0,0,-0.89
M00725,P066,A,Mid,Yasuo,0,6,6,2,208,25,4,29056,16727,1.0,0,0.29
M00725,P005,A,Top,Renekton,0,6,9,4,250,47,2,29013,13517,1.0,0,-0.2
M00725,P032,A,Support,Leona,0,7,4,4,50,42,5,27782,11697,1.0,0,0.81
M00725,P014,B,Mid,Viktor,1,7,6,16,256,26,2,36808,14782,3.0,0,1.53
M00725,P075,B,Support,Alistar,1,8,5,12,51,34,3,22553,11495,2.0,1,2.08
M00725,P078,B,Support,Leona,1,13,4,14,53,37,7,28860,12727,3.0,0,-0.99
M00725,P054,B,Bottom,Ashe,1,13,9,7,293,30,3,30188,16177,2.0,1,1.43
M00725,P046,B,Mid,Vex,1,6,2,4,279,36,2,27479,16406,3.0,0,-0.9
M00726,P018,A,Top,Renekton,0,8,6,4,193,40,3,23334,13406,2.0,0,0.57
M00726,P027,A,Jungle,Sejuani,0,8,4,3,168,38,0,25535,14292,0.0,0,2.35
M00726,P031,A,Top,Renekton,0,6,5,6,200,39,1,21885,14137,0.0,0,0.38
M00726,P005,A,Top,Aatrox,0,3,10,1,236,27,1,22712,13579,1.0,1,0.45
M00726,P002,A,Support,Rakan,0,7,4,10,17,35,2,20687,10728,1.0,0,-0.56
M00726,P072,B,Jungle,Nocturne,1,6,3,8,171,45,0,27226,14874,3.0,0,-0.62
M00726,P043,B,Mid,Viktor,1,8,3,13,209,16,2,30794,14530,4.0,0,-0.55
M00726,P015,B,Bottom,Ashe,1,10,8,5,237,34,4,24452,16221,1.0,0,1.09
M00726,P075,B,Support,Alistar,1,10,6,12,28,42,11,28164,13078,1.0,1,0.2
M00726,P055,B,Bottom,Ezreal,1,4,2,12,219,37,0,19257,12023,3.0,0,-1.06
M00727,P040,A,Support,Rakan,1,7,4,11,71,41,3,27679,11606,5.0,1,-0.04
M00727,P027,A,Jungle,Lee Sin,1,9,8,8,229,40,1,29563,14302,1.0,0,1.58
M00727,P022,A,Support,Rakan,1,3,5,12,54,57,1,24916,10819,4.0,0,1.28
M00727,P041,A,Jungle,Jarvan IV,1,4,2,2,189,51,2,22080,13532,3.0,1,0.27
M00727,P050,A,Support,Rakan,1,7,8,6,54,42,3,25411,10577,4.0,1,-0.43
M00727,P011,B,Mid,Akali,0,14,7,1,320,41,4,32161,17943,2.0,0,-0.12
M00727,P009,B,Support,Morgana,0,9,6,9,78,56,5,33543,13606,2.0,0,-0.04
M00727,P035,B,Mid,Viktor,0,6,10,6,313,59,0,33377,16535,1.0,0,-0.86
M00727,P062,B,Jungle,Nocturne,0,6,5,3,224,46,1,22824,14680,1.0,0,1.16
M00727,P028,B,Top,Renekton,0,5,9,6,294,47,1,22068,14969,2.0,0,1.46
M00728,P027,A,Jungle,Sejuani,0,7,2,5,142,27,2,30943,12561,0.0,0,0.59
M00728,P073,A,Mid,Viktor,0,2,10,4,211,22,3,19581,13730,2.0,1,1.2
M00728,P024,A,Mid,Vex,0,7,5,0,206,28,3,22563,15139,4.0,1,0.89
M00728,P045,A,Jungle,Viego,0,5,6,7,139,26,1,21937,13647,4.0,0,0.21
M00728,P009,A,Support,Alistar,0,7,8,4,22,34,7,26386,9028,1.0,0,-1.46
M00728,P052,B,Support,Nautilus,1,9,1,12,49,29,4,22782,12238,3.0,1,0.89
M00728,P004,B,Bottom,Tristana,1,8,4,9,235,36,2,24743,14985,2.0,0,0.98
M00728,P020,B,Jungle,Elise,1,12,9,10,163,38,7,31255,17126,4.0,0,0.49
M00728,P067,B,Bottom,Ezreal,1,14,2,10,264,18,2,28253,17918,1.0,0,0.86
M00728,P026,B,Bottom,Tristana,1,8,9,7,263,40,3,27191,16617,6.0,1,-0.12
M00729,P045,A,Jungle,Graves,0,6,4,4,134,22,0,24466,14025,3.0,0,-0.76
M00729,P023,A,Top,Ornn,0,7,5,5,129,28,1,21735,13046,3.0,0,-1.15
M00729,P009,A,Support,Alistar,0,10,5,10,28,29,3,24349,13835,4.0,0,-0.82
M00729,P042,A,Mid,Akali,0,6,2,4,177,28,1,25831,13186,1.0,1,-0.91
M00729,P074,A,Top,Renekton,0,3,7,7,167,33,2,24228,13334,1.0,0,-1.4
M00729,P077,B,Bottom,Ezreal,1,10,4,6,232,42,3,26907,13556,1.0,0,0.26
M00729,P022,B,Support,Alistar,1,7,2,6,55,27,5,28438,12333,5.0,0,2.27
M00729,P054,B,Bottom,Jinx,1,8,8,7,234,34,3,28823,15186,3.0,0,1.42
M00729,P024,B,Mid,Orianna,1,11,9,6,213,29,3,30109,16031,4.0,0,0.25
M00729,P018,B,Top,Gnar,1,11,6,12,187,29,1,31874,15770,1.0,0,1.37
M00730,P016,A,Top,Darius,0,5,10,3,206,23,2,28928,14685,3.0,0,0.9
M00730,P003,A,Support,Nautilus,0,3,5,8,57,30,5,21302,9915,0.0,0,2.02
M00730,P034,A,Support,Thresh,0,2,8,8,38,41,5,20494,10080,1.0,0,0.46
M00730,P025,A,Bottom,Jinx,0,5,4,4,214,43,1,25323,14849,2.0,0,0.74
M00730,P046,A,Mid,Ahri,0,5,9,3,202,36,5,23222,14333,1.0,0,0.46
M00730,P074,B,Top,Renekton,1,10,11,8,206,37,0,29833,15430,2.0,0,2.14
M00730,P029,B,Bottom,Caitlyn,1,5,5,6,225,26,6,24313,13626,0.0,1,0.96
M00730,P075,B,Support,Morgana,1,7,7,10,56,45,2,21956,9642,1.0,0,-0.19
M00730,P013,B,Mid,Akali,1,11,8,7,234,34,2,27395,16927,2.0,0,0.5
M00730,P033,B,Bottom,Ashe,1,11,1,14,213,39,4,30941,14889,3.0,1,0.9
M00731,P041,A,Jungle,Sejuani,0,5,10,3,131,55,3,28477,11129,4.0,1,-0.13
M00731,P026,A,Bottom,Caitlyn,0,1,1,3,249,36,2,23078,13023,2.0,0,-0.7
M00731,P064,A,Jungle,Viego,0,3,11,6,116,14,0,24661,11334,4.0,0,0.89
M00731,P079,A,Mid,Syndra,0,7,5,2,204,34,1,26521,15209,1.0,1,-0.47
M00731,P068,A,Support,Rakan,0,4,4,3,39,34,6,14805,11013,1.0,0,1.47
M00731,P054,B,Bottom,Xayah,1,12,4,14,254,33,2,31996,15314,1.0,0,0.91
M00731,P022,B,Support,Nautilus,1,7,4,11,39,34,4,24327,12654,0.0,0,0.24
M00731,P010,B,Bottom,Lucian,1,11,6,5,247,21,4,26307,17214,4.0,0,1.52
M00731,P029,B,Bottom,Ashe,1,5,8,9,256,36,0,21679,15959,2.0,1,-0.25
M00731,P071,B,Jungle,Nocturne,1,12,2,12,141,43,5,28680,12239,2.0,0,0.5
M00732,P025,A,Bottom,Caitlyn,1,10,2,9,263,39,2,32465,14636,1.0,0,1.75
M00732,P002,A,Support,Morgana,1,11,5,11,49,33,7,34971,14997,2.0,0,1.22
M00732,P007,A,Top,Aatrox,1,8,1,5,221,32,1,22972,14142,4.0,1,2.16
M00732,P041,A,Jungle,Graves,1,6,5,6,168,31,1,27055,12105,1.0,0,0.88
M00732,P016,A,Top,Aatrox,1,10,7,9,219,27,3,30295,14792,3.0,0,-0.03
M00732,P072,B,Jungle,Kha’Zix,0,3,6,5,135,35,2,18643,11523,1.0,0,0.54
M00732,P056,B,Bottom,Xayah,0,4,11,3,243,36,4,22987,13750,0.0,0,-0.01
M00732,P045,B,Jungle,Elise,0,3,8,5,150,25,1,17819,13410,1.0,0,-0.03
M00732,P071,B,Jungle,Lee Sin,0,9,5,6,172,39,5,33147,14008,2.0,0,0.21
M00732,P010,B,Bottom,Ezreal,0,3,6,7,230,33,1,25899,14377,2.0,0,-0.47
M00733,P078,A,Support,Thresh,1,7,1,9,82,56,3,25739,12485,6.0,0,2.15
M00733,P047,A,Mid,Yasuo,1,11,9,7,301,39,1,28887,15800,3.0,1,-1.45
M00733,P006,A,Jungle,Nocturne,1,8,4,6,217,28,2,26043,15561,4.0,0,-1.0
M00733,P074,A,Top,Camille,1,7,5,4,285,44,4,26823,15951,4.0,0,1.58
M00733,P051,A,Support,Thresh,1,10,3,11,52,53,3,26229,11096,1.0,0,0.94
M00733,P039,B,Bottom,Tristana,0,3,5,6,320,20,2,19876,16018,0.0,0,0.76
M00733,P056,B,Bottom,Lucian,0,5,8,10,320,41,3,29862,14560,2.0,0,-0.2
M00733,P050,B,Support,Alistar,0,7,9,14,52,53,7,28743,11708,0.0,0,-0.62
M00733,P075,B,Support,Thresh,0,11,4,5,67,44,3,26082,12807,4.0,0,0.67
