match_id,team_a_dragons,team_b_dragons,team_a_barons,team_b_barons,team_a_towers,team_b_towers
M01742,2,2,0,1,2,9
M01743,4,0,0,0,9,3
M01744,3,2,0,1,3,10
M01745,3,3,0,1,1,7
M01746,3,1,0,1,2,4
M01747,6,0,1,0,7,5
M01748,4,1,1,1,1,5
M01749,2,3,0,0,10,4
M01750,1,1,0,2,6,5
M01751,1,2,2,1,7,3
M01752,2,0,2,0,7,2
M01753,4,1,1,0,4,4
M01754,1,0,0,0,2,7
M01755,2,1,0,1,5,4
M01756,0,2,0,2,5,7
M01757,1,1,1,0,5,7
M01758,2,0,0,0,5,6
M01759,5,1,0,2,7,8
M01760,2,1,0,0,5,6
M01761,3,0,1,0,7,3
M01762,1,0,0,1,4,6
M01763,2,1,2,0,8,5
M01764,5,1,1,0,2,2
M01765,1,1,2,0,5,5
M01766,5,1,2,0,3,4
M01767,1,2,0,0,4,3
M01768,1,1,0,0,9,9
M01769,0,2,0,0,10,1
M01770,2,2,0,1,1,2
M01771,1,3,0,1,1,6
M01772,2,0,1,0,6,1
M01773,3,6,1,0,4,7
M01774,1,1,1,1,5,4
M01775,1,1,0,2,5,6
M01776,0,2,0,0,4,4
M01777,6,3,0,0,7,5
M01778,6,0,1,1,4,3
M01779,2,3,0,0,5,7
M01780,5,1,0,0,4,1
M01781,2,4,0,1,6,5
M01782,2,0,1,0,8,4
M01783,3,1,1,0,6,5
M01784,1,2,0,1,3,6
M01785,6,1,1,0,8,3
M01786,6,1,0,2,5,3
M01787,2,0,0,1,6,2
M01788,1,1,0,1,4,8
M01789,2,0,0,0,9,10
M01790,3,1,1,0,4,5
M01791,1,0,0,1,6,3
M01792,1,2,0,1,1,5
M01793,1,4,2,0,8,6
M01794,2,0,1,0,4,5
M01795,6,0,1,0,6,4
M01796,2,0,0,0,7,8
M01797,4,3,0,0,7,4
M01798,1,1,2,1,8,3
M01799,3,6,1,0,3,8
M01800,1,0,0,1,8,4
